,coluna,capacity_factor,x_coord,y_coord,Valor
931,862.0000,0.2531,"[ 2.15500000e+00  0.00000000e+00 -3.57091493e+04  0.00000000e+00
 -2.15500000e+00 -2.40000734e+03  0.00000000e+00  0.00000000e+00
  8.62000000e+02]","[ 2.32750000e+00  0.00000000e+00 -3.85675383e+04  0.00000000e+00
 -2.32750000e+00 -2.59211930e+03  0.00000000e+00  0.00000000e+00
  9.31000000e+02]",
845,1477.0000,0.2539,"[ 3.69250000e+00  0.00000000e+00 -6.11860946e+04  0.00000000e+00
 -3.69250000e+00 -4.11230956e+03  0.00000000e+00  0.00000000e+00
  1.47700000e+03]","[ 2.11250000e+00  0.00000000e+00 -3.50049086e+04  0.00000000e+00
 -2.11250000e+00 -2.35267541e+03  0.00000000e+00  0.00000000e+00
  8.45000000e+02]",
1778,517.0000,0.3585,"[ 1.29250000e+00  0.00000000e+00 -2.14172044e+04  0.00000000e+00
 -1.29250000e+00 -1.43944756e+03  0.00000000e+00  0.00000000e+00
  5.17000000e+02]","[ 4.44500000e+00  0.00000000e+00 -7.36552988e+04  0.00000000e+00
 -4.44500000e+00 -4.95036317e+03  0.00000000e+00  0.00000000e+00
  1.77800000e+03]",
822,247.0000,0.0966,"[ 6.17500000e-01  0.00000000e+00 -1.02322040e+04  0.00000000e+00
 -6.17500000e-01 -6.87705119e+02  0.00000000e+00  0.00000000e+00
  2.47000000e+02]","[ 2.05500000e+00  0.00000000e+00 -3.40521123e+04  0.00000000e+00
 -2.05500000e+00 -2.28863809e+03  0.00000000e+00  0.00000000e+00
  8.22000000e+02]",
746,1390.0000,0.2316,"[ 3.47500000e+00  0.00000000e+00 -5.75820390e+04  0.00000000e+00
 -3.47500000e+00 -3.87008144e+03  0.00000000e+00  0.00000000e+00
  1.39000000e+03]","[ 1.86500000e+00  0.00000000e+00 -3.09037418e+04  0.00000000e+00
 -1.86500000e+00 -2.07703651e+03  0.00000000e+00  0.00000000e+00
  7.46000000e+02]",
91,593.0000,0.2417,"[ 1.48250000e+00  0.00000000e+00 -2.45655749e+04  0.00000000e+00
 -1.48250000e+00 -1.65104913e+03  0.00000000e+00  0.00000000e+00
  5.93000000e+02]","[ 2.27500000e-01  0.00000000e+00 -3.76975939e+03  0.00000000e+00
 -2.27500000e-01 -2.53365044e+02  0.00000000e+00  0.00000000e+00
  9.10000000e+01]",
1353,711.0000,0.1084,"[ 1.77750000e+00  0.00000000e+00 -2.94538343e+04  0.00000000e+00
 -1.77750000e+00 -1.97958842e+03  0.00000000e+00  0.00000000e+00
  7.11000000e+02]","[ 3.38250000e+00  0.00000000e+00 -5.60492797e+04  0.00000000e+00
 -3.38250000e+00 -3.76706488e+03  0.00000000e+00  0.00000000e+00
  1.35300000e+03]",
611,562.0000,0.1527,"[ 1.40500000e+00  0.00000000e+00 -2.32813712e+04  0.00000000e+00
 -1.40500000e+00 -1.56473796e+03  0.00000000e+00  0.00000000e+00
  5.62000000e+02]","[ 1.52750000e+00  0.00000000e+00 -2.53112416e+04  0.00000000e+00
 -1.52750000e+00 -1.70116530e+03  0.00000000e+00  0.00000000e+00
  6.11000000e+02]",
1050,304.0000,0.1687,"[ 7.60000000e-01  0.00000000e+00 -1.25934819e+04  0.00000000e+00
 -7.60000000e-01 -8.46406301e+02  0.00000000e+00  0.00000000e+00
  3.04000000e+02]","[ 2.62500000e+00  0.00000000e+00 -4.34972237e+04  0.00000000e+00
 -2.62500000e+00 -2.92344281e+03  0.00000000e+00  0.00000000e+00
  1.05000000e+03]",
719,1021.0000,0.0993,"[ 2.55250000e+00  0.00000000e+00 -4.22958718e+04  0.00000000e+00
 -2.55250000e+00 -2.84270011e+03  0.00000000e+00  0.00000000e+00
  1.02100000e+03]","[ 1.79750000e+00  0.00000000e+00 -2.97852417e+04  0.00000000e+00
 -1.79750000e+00 -2.00186227e+03  0.00000000e+00  0.00000000e+00
  7.19000000e+02]",
231,197.0000,0.1471,"[ 4.92500000e-01  0.00000000e+00 -8.16090768e+03  0.00000000e+00
 -4.92500000e-01 -5.48493557e+02  0.00000000e+00  0.00000000e+00
  1.97000000e+02]","[ 5.77500000e-01  0.00000000e+00 -9.56938921e+03  0.00000000e+00
 -5.77500000e-01 -6.43157419e+02  0.00000000e+00  0.00000000e+00
  2.31000000e+02]",
391,453.0000,0.0872,"[ 1.13250000e+00  0.00000000e+00 -1.87659451e+04  0.00000000e+00
 -1.13250000e+00 -1.26125676e+03  0.00000000e+00  0.00000000e+00
  4.53000000e+02]","[ 9.77500000e-01  0.00000000e+00 -1.61975376e+04  0.00000000e+00
 -9.77500000e-01 -1.08863442e+03  0.00000000e+00  0.00000000e+00
  3.91000000e+02]",
1918,1020.0000,0.1791,"[ 2.55000000e+00  0.00000000e+00 -4.22544459e+04  0.00000000e+00
 -2.55000000e+00 -2.83991588e+03  0.00000000e+00  0.00000000e+00
  1.02000000e+03]","[ 4.79500000e+00  0.00000000e+00 -7.94549286e+04  0.00000000e+00
 -4.79500000e+00 -5.34015554e+03  0.00000000e+00  0.00000000e+00
  1.91800000e+03]",
783,235.0000,0.1692,"[ 5.87500000e-01  0.00000000e+00 -9.73509292e+03  0.00000000e+00
 -5.87500000e-01 -6.54294344e+02  0.00000000e+00  0.00000000e+00
  2.35000000e+02]","[ 1.95750000e+00  0.00000000e+00 -3.24365011e+04  0.00000000e+00
 -1.95750000e+00 -2.18005307e+03  0.00000000e+00  0.00000000e+00
  7.83000000e+02]",
1815,718.0000,0.2980,"[ 1.79500000e+00  0.00000000e+00 -2.97438158e+04  0.00000000e+00
 -1.79500000e+00 -1.99907804e+03  0.00000000e+00  0.00000000e+00
  7.18000000e+02]","[ 4.53750000e+00  0.00000000e+00 -7.51880581e+04  0.00000000e+00
 -4.53750000e+00 -5.05337972e+03  0.00000000e+00  0.00000000e+00
  1.81500000e+03]",
1244,307.0000,0.2425,"[ 7.67500000e-01  0.00000000e+00 -1.27177597e+04  0.00000000e+00
 -7.67500000e-01 -8.54758994e+02  0.00000000e+00  0.00000000e+00
  3.07000000e+02]","[ 3.11000000e+00  0.00000000e+00 -5.15338536e+04  0.00000000e+00
 -3.11000000e+00 -3.46358368e+03  0.00000000e+00  0.00000000e+00
  1.24400000e+03]",
159,348.0000,0.1353,"[ 8.70000000e-01  0.00000000e+00 -1.44162227e+04  0.00000000e+00
 -8.70000000e-01 -9.68912476e+02  0.00000000e+00  0.00000000e+00
  3.48000000e+02]","[ 3.97500000e-01  0.00000000e+00 -6.58672244e+03  0.00000000e+00
 -3.97500000e-01 -4.42692769e+02  0.00000000e+00  0.00000000e+00
  1.59000000e+02]",
1719,1040.0000,0.1796,"[ 2.60000000e+00  0.00000000e+00 -4.30829644e+04  0.00000000e+00
 -2.60000000e+00 -2.89560050e+03  0.00000000e+00  0.00000000e+00
  1.04000000e+03]","[ 4.29750000e+00  0.00000000e+00 -7.12111691e+04  0.00000000e+00
 -4.29750000e+00 -4.78609352e+03  0.00000000e+00  0.00000000e+00
  1.71900000e+03]",
1297,958.0000,0.1892,"[ 2.39500000e+00  0.00000000e+00 -3.96860384e+04  0.00000000e+00
 -2.39500000e+00 -2.66729354e+03  0.00000000e+00  0.00000000e+00
  9.58000000e+02]","[ 3.24250000e+00  0.00000000e+00 -5.37294277e+04  0.00000000e+00
 -3.24250000e+00 -3.61114793e+03  0.00000000e+00  0.00000000e+00
  1.29700000e+03]",
601,614.0000,0.2358,"[ 1.53500000e+00  0.00000000e+00 -2.54355194e+04  0.00000000e+00
 -1.53500000e+00 -1.70951799e+03  0.00000000e+00  0.00000000e+00
  6.14000000e+02]","[ 1.50250000e+00  0.00000000e+00 -2.48969823e+04  0.00000000e+00
 -1.50250000e+00 -1.67332298e+03  0.00000000e+00  0.00000000e+00
  6.01000000e+02]",
803,917.0000,0.1015,"[ 2.29250000e+00  0.00000000e+00 -3.79875754e+04  0.00000000e+00
 -2.29250000e+00 -2.55314006e+03  0.00000000e+00  0.00000000e+00
  9.17000000e+02]","[ 2.00750000e+00  0.00000000e+00 -3.32650196e+04  0.00000000e+00
 -2.00750000e+00 -2.23573770e+03  0.00000000e+00  0.00000000e+00
  8.03000000e+02]",
792,416.0000,0.1242,"[ 1.04000000e+00  0.00000000e+00 -1.72331858e+04  0.00000000e+00
 -1.04000000e+00 -1.15824020e+03  0.00000000e+00  0.00000000e+00
  4.16000000e+02]","[ 1.98000000e+00  0.00000000e+00 -3.28093344e+04  0.00000000e+00
 -1.98000000e+00 -2.20511115e+03  0.00000000e+00  0.00000000e+00
  7.92000000e+02]",
1940,915.0000,0.1317,"[ 2.28750000e+00  0.00000000e+00 -3.79047235e+04  0.00000000e+00
 -2.28750000e+00 -2.54757160e+03  0.00000000e+00  0.00000000e+00
  9.15000000e+02]","[ 4.85000000e+00  0.00000000e+00 -8.03662990e+04  0.00000000e+00
 -4.85000000e+00 -5.40140863e+03  0.00000000e+00  0.00000000e+00
  1.94000000e+03]",
638,447.0000,0.0873,"[ 1.11750000e+00  0.00000000e+00 -1.85173895e+04  0.00000000e+00
 -1.11750000e+00 -1.24455137e+03  0.00000000e+00  0.00000000e+00
  4.47000000e+02]","[ 1.59500000e+00  0.00000000e+00 -2.64297416e+04  0.00000000e+00
 -1.59500000e+00 -1.77633954e+03  0.00000000e+00  0.00000000e+00
  6.38000000e+02]",
93,663.0000,0.3546,"[ 1.65750000e+00  0.00000000e+00 -2.74653898e+04  0.00000000e+00
 -1.65750000e+00 -1.84594532e+03  0.00000000e+00  0.00000000e+00
  6.63000000e+02]","[ 2.32500000e-01  0.00000000e+00 -3.85261124e+03  0.00000000e+00
 -2.32500000e-01 -2.58933506e+02  0.00000000e+00  0.00000000e+00
  9.30000000e+01]",
1636,1049.0000,0.1230,"[ 2.62250000e+00  0.00000000e+00 -4.34557978e+04  0.00000000e+00
 -2.62250000e+00 -2.92065858e+03  0.00000000e+00  0.00000000e+00
  1.04900000e+03]","[ 4.09000000e+00  0.00000000e+00 -6.77728171e+04  0.00000000e+00
 -4.09000000e+00 -4.55500233e+03  0.00000000e+00  0.00000000e+00
  1.63600000e+03]",
224,511.0000,0.1583,"[ 1.27750000e+00  0.00000000e+00 -2.11686489e+04  0.00000000e+00
 -1.27750000e+00 -1.42274217e+03  0.00000000e+00  0.00000000e+00
  5.11000000e+02]","[ 5.60000000e-01  0.00000000e+00 -9.27940772e+03  0.00000000e+00
 -5.60000000e-01 -6.23667801e+02  0.00000000e+00  0.00000000e+00
  2.24000000e+02]",
1365,486.0000,0.2316,"[ 1.21500000e+00  0.00000000e+00 -2.01330007e+04  0.00000000e+00
 -1.21500000e+00 -1.35313639e+03  0.00000000e+00  0.00000000e+00
  4.86000000e+02]","[ 3.41250000e+00  0.00000000e+00 -5.65463908e+04  0.00000000e+00
 -3.41250000e+00 -3.80047566e+03  0.00000000e+00  0.00000000e+00
  1.36500000e+03]",
107,352.0000,0.2262,"[ 8.80000000e-01  0.00000000e+00 -1.45819264e+04  0.00000000e+00
 -8.80000000e-01 -9.80049401e+02  0.00000000e+00  0.00000000e+00
  3.52000000e+02]","[ 2.67500000e-01  0.00000000e+00 -4.43257422e+03  0.00000000e+00
 -2.67500000e-01 -2.97912744e+02  0.00000000e+00  0.00000000e+00
  1.07000000e+02]",
927,1203.0000,0.1807,"[ 3.00750000e+00  0.00000000e+00 -4.98353906e+04  0.00000000e+00
 -3.00750000e+00 -3.34943020e+03  0.00000000e+00  0.00000000e+00
  1.20300000e+03]","[ 2.31750000e+00  0.00000000e+00 -3.84018346e+04  0.00000000e+00
 -2.31750000e+00 -2.58098237e+03  0.00000000e+00  0.00000000e+00
  9.27000000e+02]",
1534,485.0000,0.2257,"[ 1.21250000e+00  0.00000000e+00 -2.00915747e+04  0.00000000e+00
 -1.21250000e+00 -1.35035216e+03  0.00000000e+00  0.00000000e+00
  4.85000000e+02]","[ 3.83500000e+00  0.00000000e+00 -6.35473725e+04  0.00000000e+00
 -3.83500000e+00 -4.27101074e+03  0.00000000e+00  0.00000000e+00
  1.53400000e+03]",
1174,686.0000,0.0809,"[ 1.71500000e+00  0.00000000e+00 -2.84181861e+04  0.00000000e+00
 -1.71500000e+00 -1.90998264e+03  0.00000000e+00  0.00000000e+00
  6.86000000e+02]","[ 2.93500000e+00  0.00000000e+00 -4.86340387e+04  0.00000000e+00
 -2.93500000e+00 -3.26868749e+03  0.00000000e+00  0.00000000e+00
  1.17400000e+03]",
318,67.0000,0.5490,"[ 1.67500000e-01  0.00000000e+00 -2.77553713e+03  0.00000000e+00
 -1.67500000e-01 -1.86543494e+02  0.00000000e+00  0.00000000e+00
  6.70000000e+01]","[ 7.95000000e-01  0.00000000e+00 -1.31734449e+04  0.00000000e+00
 -7.95000000e-01 -8.85385538e+02  0.00000000e+00  0.00000000e+00
  3.18000000e+02]",
613,639.0000,0.2794,"[ 1.59750000e+00  0.00000000e+00 -2.64711676e+04  0.00000000e+00
 -1.59750000e+00 -1.77912377e+03  0.00000000e+00  0.00000000e+00
  6.39000000e+02]","[ 1.53250000e+00  0.00000000e+00 -2.53940934e+04  0.00000000e+00
 -1.53250000e+00 -1.70673376e+03  0.00000000e+00  0.00000000e+00
  6.13000000e+02]",
108,188.0000,0.1729,"[ 4.70000000e-01  0.00000000e+00 -7.78807434e+03  0.00000000e+00
 -4.70000000e-01 -5.23435475e+02  0.00000000e+00  0.00000000e+00
  1.88000000e+02]","[ 2.70000000e-01  0.00000000e+00 -4.47400015e+03  0.00000000e+00
 -2.70000000e-01 -3.00696975e+02  0.00000000e+00  0.00000000e+00
  1.08000000e+02]",
524,155.0000,0.6320,"[ 3.87500000e-01  0.00000000e+00 -6.42101873e+03  0.00000000e+00
 -3.87500000e-01 -4.31555844e+02  0.00000000e+00  0.00000000e+00
  1.55000000e+02]","[ 1.31000000e+00  0.00000000e+00 -2.17071859e+04  0.00000000e+00
 -1.31000000e+00 -1.45893718e+03  0.00000000e+00  0.00000000e+00
  5.24000000e+02]",
802,1658.0000,0.5532,"[ 4.14500000e+00  0.00000000e+00 -6.86841875e+04  0.00000000e+00
 -4.14500000e+00 -4.61625542e+03  0.00000000e+00  0.00000000e+00
  1.65800000e+03]","[ 2.00500000e+00  0.00000000e+00 -3.32235937e+04  0.00000000e+00
 -2.00500000e+00 -2.23295346e+03  0.00000000e+00  0.00000000e+00
  8.02000000e+02]",
336,807.0000,0.0710,"[ 2.01750000e+00  0.00000000e+00 -3.34307233e+04  0.00000000e+00
 -2.01750000e+00 -2.24687462e+03  0.00000000e+00  0.00000000e+00
  8.07000000e+02]","[ 8.40000000e-01  0.00000000e+00 -1.39191116e+04  0.00000000e+00
 -8.40000000e-01 -9.35501701e+02  0.00000000e+00  0.00000000e+00
  3.36000000e+02]",
1283,777.0000,0.1276,"[ 1.94250000e+00  0.00000000e+00 -3.21879455e+04  0.00000000e+00
 -1.94250000e+00 -2.16334768e+03  0.00000000e+00  0.00000000e+00
  7.77000000e+02]","[ 3.20750000e+00  0.00000000e+00 -5.31494647e+04  0.00000000e+00
 -3.20750000e+00 -3.57216870e+03  0.00000000e+00  0.00000000e+00
  1.28300000e+03]",
972,466.0000,0.2816,"[ 1.16500000e+00  0.00000000e+00 -1.93044821e+04  0.00000000e+00
 -1.16500000e+00 -1.29745176e+03  0.00000000e+00  0.00000000e+00
  4.66000000e+02]","[ 2.43000000e+00  0.00000000e+00 -4.02660014e+04  0.00000000e+00
 -2.43000000e+00 -2.70627278e+03  0.00000000e+00  0.00000000e+00
  9.72000000e+02]",
459,636.0000,0.2391,"[ 1.59000000e+00  0.00000000e+00 -2.63468898e+04  0.00000000e+00
 -1.59000000e+00 -1.77077108e+03  0.00000000e+00  0.00000000e+00
  6.36000000e+02]","[ 1.14750000e+00  0.00000000e+00 -1.90145006e+04  0.00000000e+00
 -1.14750000e+00 -1.27796214e+03  0.00000000e+00  0.00000000e+00
  4.59000000e+02]",
544,310.0000,0.0865,"[ 7.75000000e-01  0.00000000e+00 -1.28420375e+04  0.00000000e+00
 -7.75000000e-01 -8.63111688e+02  0.00000000e+00  0.00000000e+00
  3.10000000e+02]","[ 1.36000000e+00  0.00000000e+00 -2.25357045e+04  0.00000000e+00
 -1.36000000e+00 -1.51462180e+03  0.00000000e+00  0.00000000e+00
  5.44000000e+02]",
1147,1029.0000,0.1575,"[ 2.57250000e+00  0.00000000e+00 -4.26272792e+04  0.00000000e+00
 -2.57250000e+00 -2.86497396e+03  0.00000000e+00  0.00000000e+00
  1.02900000e+03]","[ 2.86750000e+00  0.00000000e+00 -4.75155386e+04  0.00000000e+00
 -2.86750000e+00 -3.19351325e+03  0.00000000e+00  0.00000000e+00
  1.14700000e+03]",
263,366.0000,0.2034,"[ 9.15000000e-01  0.00000000e+00 -1.51618894e+04  0.00000000e+00
 -9.15000000e-01 -1.01902864e+03  0.00000000e+00  0.00000000e+00
  3.66000000e+02]","[ 6.57500000e-01  0.00000000e+00 -1.08950189e+04  0.00000000e+00
 -6.57500000e-01 -7.32252819e+02  0.00000000e+00  0.00000000e+00
  2.63000000e+02]",
582,744.0000,0.1293,"[ 1.86000000e+00  0.00000000e+00 -3.08208899e+04  0.00000000e+00
 -1.86000000e+00 -2.07146805e+03  0.00000000e+00  0.00000000e+00
  7.44000000e+02]","[ 1.45500000e+00  0.00000000e+00 -2.41098897e+04  0.00000000e+00
 -1.45500000e+00 -1.62042259e+03  0.00000000e+00  0.00000000e+00
  5.82000000e+02]",
338,229.0000,0.1291,"[ 5.72500000e-01  0.00000000e+00 -9.48653736e+03  0.00000000e+00
 -5.72500000e-01 -6.37588957e+02  0.00000000e+00  0.00000000e+00
  2.29000000e+02]","[ 8.45000000e-01  0.00000000e+00 -1.40019634e+04  0.00000000e+00
 -8.45000000e-01 -9.41070163e+02  0.00000000e+00  0.00000000e+00
  3.38000000e+02]",
1282,226.0000,0.3214,"[ 5.65000000e-01  0.00000000e+00 -9.36225957e+03  0.00000000e+00
 -5.65000000e-01 -6.29236263e+02  0.00000000e+00  0.00000000e+00
  2.26000000e+02]","[ 3.20500000e+00  0.00000000e+00 -5.31080388e+04  0.00000000e+00
 -3.20500000e+00 -3.56938447e+03  0.00000000e+00  0.00000000e+00
  1.28200000e+03]",
403,1012.0000,0.2004,"[ 2.53000000e+00  0.00000000e+00 -4.19230384e+04  0.00000000e+00
 -2.53000000e+00 -2.81764203e+03  0.00000000e+00  0.00000000e+00
  1.01200000e+03]","[ 1.00750000e+00  0.00000000e+00 -1.66946487e+04  0.00000000e+00
 -1.00750000e+00 -1.12204519e+03  0.00000000e+00  0.00000000e+00
  4.03000000e+02]",
561,372.0000,0.1133,"[ 9.30000000e-01  0.00000000e+00 -1.54104450e+04  0.00000000e+00
 -9.30000000e-01 -1.03573403e+03  0.00000000e+00  0.00000000e+00
  3.72000000e+02]","[ 1.40250000e+00  0.00000000e+00 -2.32399452e+04  0.00000000e+00
 -1.40250000e+00 -1.56195373e+03  0.00000000e+00  0.00000000e+00
  5.61000000e+02]",
933,1239.0000,0.1802,"[ 3.09750000e+00  0.00000000e+00 -5.13267239e+04  0.00000000e+00
 -3.09750000e+00 -3.44966252e+03  0.00000000e+00  0.00000000e+00
  1.23900000e+03]","[ 2.33250000e+00  0.00000000e+00 -3.86503902e+04  0.00000000e+00
 -2.33250000e+00 -2.59768776e+03  0.00000000e+00  0.00000000e+00
  9.33000000e+02]",
409,339.0000,0.1633,"[ 8.47500000e-01  0.00000000e+00 -1.40433894e+04  0.00000000e+00
 -8.47500000e-01 -9.43854395e+02  0.00000000e+00  0.00000000e+00
  3.39000000e+02]","[ 1.02250000e+00  0.00000000e+00 -1.69432043e+04  0.00000000e+00
 -1.02250000e+00 -1.13875058e+03  0.00000000e+00  0.00000000e+00
  4.09000000e+02]",
820,1234.0000,0.1264,"[ 3.08500000e+00  0.00000000e+00 -5.11195943e+04  0.00000000e+00
 -3.08500000e+00 -3.43574137e+03  0.00000000e+00  0.00000000e+00
  1.23400000e+03]","[ 2.05000000e+00  0.00000000e+00 -3.39692604e+04  0.00000000e+00
 -2.05000000e+00 -2.28306963e+03  0.00000000e+00  0.00000000e+00
  8.20000000e+02]",
557,750.0000,0.1158,"[ 1.87500000e+00  0.00000000e+00 -3.10694455e+04  0.00000000e+00
 -1.87500000e+00 -2.08817344e+03  0.00000000e+00  0.00000000e+00
  7.50000000e+02]","[ 1.39250000e+00  0.00000000e+00 -2.30742415e+04  0.00000000e+00
 -1.39250000e+00 -1.55081681e+03  0.00000000e+00  0.00000000e+00
  5.57000000e+02]",
870,1097.0000,0.1899,"[ 2.74250000e+00  0.00000000e+00 -4.54442423e+04  0.00000000e+00
 -2.74250000e+00 -3.05430168e+03  0.00000000e+00  0.00000000e+00
  1.09700000e+03]","[ 2.17500000e+00  0.00000000e+00 -3.60405568e+04  0.00000000e+00
 -2.17500000e+00 -2.42228119e+03  0.00000000e+00  0.00000000e+00
  8.70000000e+02]",
231,843.0000,0.2038,"[ 2.10750000e+00  0.00000000e+00 -3.49220567e+04  0.00000000e+00
 -2.10750000e+00 -2.34710695e+03  0.00000000e+00  0.00000000e+00
  8.43000000e+02]","[ 5.77500000e-01  0.00000000e+00 -9.56938921e+03  0.00000000e+00
 -5.77500000e-01 -6.43157419e+02  0.00000000e+00  0.00000000e+00
  2.31000000e+02]",
644,200.0000,0.5374,"[ 5.00000000e-01  0.00000000e+00 -8.28518546e+03  0.00000000e+00
 -5.00000000e-01 -5.56846250e+02  0.00000000e+00  0.00000000e+00
  2.00000000e+02]","[ 1.61000000e+00  0.00000000e+00 -2.66782972e+04  0.00000000e+00
 -1.61000000e+00 -1.79304493e+03  0.00000000e+00  0.00000000e+00
  6.44000000e+02]",
736,886.0000,0.1168,"[ 2.21500000e+00  0.00000000e+00 -3.67033716e+04  0.00000000e+00
 -2.21500000e+00 -2.46682889e+03  0.00000000e+00  0.00000000e+00
  8.86000000e+02]","[ 1.84000000e+00  0.00000000e+00 -3.04894825e+04  0.00000000e+00
 -1.84000000e+00 -2.04919420e+03  0.00000000e+00  0.00000000e+00
  7.36000000e+02]",
845,209.0000,0.3835,"[ 5.22500000e-01  0.00000000e+00 -8.65801881e+03  0.00000000e+00
 -5.22500000e-01 -5.81904332e+02  0.00000000e+00  0.00000000e+00
  2.09000000e+02]","[ 2.11250000e+00  0.00000000e+00 -3.50049086e+04  0.00000000e+00
 -2.11250000e+00 -2.35267541e+03  0.00000000e+00  0.00000000e+00
  8.45000000e+02]",
990,691.0000,0.1154,"[ 1.72750000e+00  0.00000000e+00 -2.86253158e+04  0.00000000e+00
 -1.72750000e+00 -1.92390380e+03  0.00000000e+00  0.00000000e+00
  6.91000000e+02]","[ 2.47500000e+00  0.00000000e+00 -4.10116680e+04  0.00000000e+00
 -2.47500000e+00 -2.75638894e+03  0.00000000e+00  0.00000000e+00
  9.90000000e+02]",
231,599.0000,0.2476,"[ 1.49750000e+00  0.00000000e+00 -2.48141305e+04  0.00000000e+00
 -1.49750000e+00 -1.66775452e+03  0.00000000e+00  0.00000000e+00
  5.99000000e+02]","[ 5.77500000e-01  0.00000000e+00 -9.56938921e+03  0.00000000e+00
 -5.77500000e-01 -6.43157419e+02  0.00000000e+00  0.00000000e+00
  2.31000000e+02]",
1111,239.0000,0.0946,"[ 5.97500000e-01  0.00000000e+00 -9.90079663e+03  0.00000000e+00
 -5.97500000e-01 -6.65431269e+02  0.00000000e+00  0.00000000e+00
  2.39000000e+02]","[ 2.77750000e+00  0.00000000e+00 -4.60242053e+04  0.00000000e+00
 -2.77750000e+00 -3.09328092e+03  0.00000000e+00  0.00000000e+00
  1.11100000e+03]",
680,923.0000,0.2612,"[ 2.30750000e+00  0.00000000e+00 -3.82361309e+04  0.00000000e+00
 -2.30750000e+00 -2.56984545e+03  0.00000000e+00  0.00000000e+00
  9.23000000e+02]","[ 1.70000000e+00  0.00000000e+00 -2.81696306e+04  0.00000000e+00
 -1.70000000e+00 -1.89327725e+03  0.00000000e+00  0.00000000e+00
  6.80000000e+02]",
1619,433.0000,0.2740,"[ 1.08250000e+00  0.00000000e+00 -1.79374265e+04  0.00000000e+00
 -1.08250000e+00 -1.20557213e+03  0.00000000e+00  0.00000000e+00
  4.33000000e+02]","[ 4.04750000e+00  0.00000000e+00 -6.70685763e+04  0.00000000e+00
 -4.04750000e+00 -4.50767040e+03  0.00000000e+00  0.00000000e+00
  1.61900000e+03]",
585,1312.0000,0.1760,"[ 3.28000000e+00  0.00000000e+00 -5.43508166e+04  0.00000000e+00
 -3.28000000e+00 -3.65291140e+03  0.00000000e+00  0.00000000e+00
  1.31200000e+03]","[ 1.46250000e+00  0.00000000e+00 -2.42341675e+04  0.00000000e+00
 -1.46250000e+00 -1.62877528e+03  0.00000000e+00  0.00000000e+00
  5.85000000e+02]",
893,881.0000,0.1101,"[ 2.20250000e+00  0.00000000e+00 -3.64962420e+04  0.00000000e+00
 -2.20250000e+00 -2.45290773e+03  0.00000000e+00  0.00000000e+00
  8.81000000e+02]","[ 2.23250000e+00  0.00000000e+00 -3.69933531e+04  0.00000000e+00
 -2.23250000e+00 -2.48631851e+03  0.00000000e+00  0.00000000e+00
  8.93000000e+02]",
620,1364.0000,0.2439,"[ 3.41000000e+00  0.00000000e+00 -5.65049649e+04  0.00000000e+00
 -3.41000000e+00 -3.79769143e+03  0.00000000e+00  0.00000000e+00
  1.36400000e+03]","[ 1.55000000e+00  0.00000000e+00 -2.56840749e+04  0.00000000e+00
 -1.55000000e+00 -1.72622338e+03  0.00000000e+00  0.00000000e+00
  6.20000000e+02]",
480,351.0000,0.0935,"[ 8.77500000e-01  0.00000000e+00 -1.45405005e+04  0.00000000e+00
 -8.77500000e-01 -9.77265170e+02  0.00000000e+00  0.00000000e+00
  3.51000000e+02]","[ 1.20000000e+00  0.00000000e+00 -1.98844451e+04  0.00000000e+00
 -1.20000000e+00 -1.33643100e+03  0.00000000e+00  0.00000000e+00
  4.80000000e+02]",
755,1519.0000,0.2532,"[ 3.79750000e+00  0.00000000e+00 -6.29259836e+04  0.00000000e+00
 -3.79750000e+00 -4.22924727e+03  0.00000000e+00  0.00000000e+00
  1.51900000e+03]","[ 1.88750000e+00  0.00000000e+00 -3.12765751e+04  0.00000000e+00
 -1.88750000e+00 -2.10209460e+03  0.00000000e+00  0.00000000e+00
  7.55000000e+02]",
920,460.0000,0.2769,"[ 1.15000000e+00  0.00000000e+00 -1.90559266e+04  0.00000000e+00
 -1.15000000e+00 -1.28074638e+03  0.00000000e+00  0.00000000e+00
  4.60000000e+02]","[ 2.30000000e+00  0.00000000e+00 -3.81118531e+04  0.00000000e+00
 -2.30000000e+00 -2.56149275e+03  0.00000000e+00  0.00000000e+00
  9.20000000e+02]",
1462,554.0000,0.1451,"[ 1.38500000e+00  0.00000000e+00 -2.29499637e+04  0.00000000e+00
 -1.38500000e+00 -1.54246411e+03  0.00000000e+00  0.00000000e+00
  5.54000000e+02]","[ 3.65500000e+00  0.00000000e+00 -6.05647057e+04  0.00000000e+00
 -3.65500000e+00 -4.07054609e+03  0.00000000e+00  0.00000000e+00
  1.46200000e+03]",
620,164.0000,0.4641,"[ 4.10000000e-01  0.00000000e+00 -6.79385208e+03  0.00000000e+00
 -4.10000000e-01 -4.56613925e+02  0.00000000e+00  0.00000000e+00
  1.64000000e+02]","[ 1.55000000e+00  0.00000000e+00 -2.56840749e+04  0.00000000e+00
 -1.55000000e+00 -1.72622338e+03  0.00000000e+00  0.00000000e+00
  6.20000000e+02]",
